ID_LOG,TIMESTAMP_DECISAO,COMANDO_BOMBA,FONTE_DECISAO,CONDICAO_METEO_DESC,UMIDADE_AR_API,TEMPERATURA_API,ID_TEMPO_API
9253,2025-05-24 16:45:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.5,12.25,636
9254,2025-05-24 17:37:40.800,LIGAR_BOMBA,Sintetico,Nublado,71.49,12.98,259
9255,2025-05-24 18:30:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,76.35,15.87,382
9256,2025-05-24 19:22:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.18,16.95,561
9257,2025-05-24 20:15:21.600,LIGAR_BOMBA,Sintetico,Nublado,76.83,14.04,480
9258,2025-05-24 21:07:55.200,DESLIGAR_BOMBA,Sintetico,Nublado,78.57,12.16,295
9259,2025-05-24 22:00:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,82.12,15.23,445
9260,2025-05-24 22:53:02.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.9,11.89,641
9261,2025-05-24 23:45:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,75.41,11.18,660
9262,2025-05-25 00:38:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.34,9.76,216
9263,2025-05-25 01:30:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.6,15.67,530
9264,2025-05-25 02:23:16.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.15,12.43,595
9265,2025-05-25 03:15:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.53,11.63,560
9266,2025-05-25 04:08:24.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.75,13.8,270
9267,2025-05-25 05:00:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.96,9.07,717
9268,2025-05-25 05:53:31.200,LIGAR_BOMBA,Sintetico,Nublado,75.93,13.98,535
9269,2025-05-25 06:46:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.63,15.56,556
9270,2025-05-25 07:38:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.24,12.47,276
9271,2025-05-25 08:31:12.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.38,11.23,314
9272,2025-05-25 09:23:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.39,17.0,737
9273,2025-05-25 10:16:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,77.01,10.29,776
9274,2025-05-25 11:08:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.25,16.47,614
9275,2025-05-25 12:01:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,70.68,14.3,291
9276,2025-05-25 12:54:00.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.78,10.99,528
9277,2025-05-25 13:46:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.2,13.45,332
9278,2025-05-25 14:39:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.74,16.51,283
9279,2025-05-25 15:31:40.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.15,11.22,800
9280,2025-05-25 16:24:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.99,14.71,791
9281,2025-05-25 17:16:48.000,LIGAR_BOMBA,Sintetico,Nublado,70.4,13.77,453
9282,2025-05-25 18:09:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,73.55,11.13,555
9283,2025-05-25 19:01:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.9,13.37,775
9284,2025-05-25 19:54:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,81.64,11.53,650
9285,2025-05-25 20:47:02.400,LIGAR_BOMBA,Sintetico,Nublado,77.18,12.73,560
9286,2025-05-25 21:39:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.87,15.73,404
9287,2025-05-25 22:32:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.6,14.75,585
9288,2025-05-25 23:24:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.95,11.24,225
9289,2025-05-26 00:17:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,76.84,11.23,697
9290,2025-05-26 01:09:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.6,12.23,579
9291,2025-05-26 02:02:24.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.44,9.0,626
9292,2025-05-26 02:54:57.600,LIGAR_BOMBA,Sintetico,Nublado,77.02,13.46,381
9293,2025-05-26 03:47:31.200,LIGAR_BOMBA,Sintetico,Nublado,70.78,13.68,665
9294,2025-05-26 04:40:04.800,LIGAR_BOMBA,Sintetico,Nublado,71.39,12.37,461
9295,2025-05-26 05:32:38.400,LIGAR_BOMBA,Sintetico,Nublado,70.95,12.66,761
9296,2025-05-26 06:25:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,68.94,15.65,615
9297,2025-05-26 07:17:45.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.45,9.96,780
9298,2025-05-26 08:10:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,77.87,12.06,420
9299,2025-05-26 09:02:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.87,12.88,612
9300,2025-05-26 09:55:26.400,LIGAR_BOMBA,Sintetico,Nublado,74.81,13.6,583
9301,2025-05-26 10:48:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,76.47,16.17,530
9302,2025-05-26 11:40:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,84.41,14.03,613
9303,2025-05-26 12:33:07.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.34,10.93,310
9304,2025-05-26 13:25:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.39,14.42,424
9305,2025-05-26 14:18:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,84.97,14.91,681
9306,2025-05-26 15:10:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.18,17.38,454
9307,2025-05-26 16:03:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,69.6,12.55,570
9308,2025-05-26 16:55:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,74.42,12.0,218
9309,2025-05-26 17:48:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,80.19,11.51,255
9310,2025-05-26 18:41:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,71.29,14.2,521
9311,2025-05-26 19:33:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.69,13.4,468
9312,2025-05-26 20:26:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.82,12.22,615
9313,2025-05-26 21:18:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,72.68,12.17,308
9314,2025-05-26 22:11:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,75.51,10.79,284
9315,2025-05-26 23:03:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.53,16.99,484
9316,2025-05-26 23:56:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.22,15.97,406
9317,2025-05-27 00:48:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,74.73,10.69,480
9318,2025-05-27 01:41:31.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.17,11.02,225
9319,2025-05-27 02:34:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,77.58,11.8,557
9320,2025-05-27 03:26:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,75.18,14.09,208
9321,2025-05-27 04:19:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,72.83,9.8,479
9322,2025-05-27 05:11:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,84.98,12.96,673
9323,2025-05-27 06:04:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,71.82,15.65,613
9324,2025-05-27 06:56:52.800,LIGAR_BOMBA,Sintetico,Nublado,75.19,13.3,717
9325,2025-05-27 07:49:26.400,LIGAR_BOMBA,Sintetico,Nublado,76.65,15.09,511
9326,2025-05-27 08:42:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.2,14.31,228
9327,2025-05-27 09:34:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,72.74,13.03,770
9328,2025-05-27 10:27:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,71.81,13.06,208
9329,2025-05-27 11:19:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,73.16,13.12,668
9330,2025-05-27 12:12:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.56,11.69,549
9331,2025-05-27 13:04:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.53,16.84,359
9332,2025-05-27 13:57:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.52,15.82,332
9333,2025-05-27 14:49:55.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.32,14.12,663
9334,2025-05-27 15:42:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.65,17.04,589
9335,2025-05-27 16:35:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,74.66,13.17,606
9336,2025-05-27 17:27:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,74.55,17.18,267
9337,2025-05-27 18:20:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.98,12.35,608
9338,2025-05-27 19:12:43.200,LIGAR_BOMBA,Sintetico,Céu Limpo,75.88,16.78,575
9339,2025-05-27 20:05:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.83,13.72,237
9340,2025-05-27 20:57:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.76,12.02,277
9341,2025-05-27 21:50:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,76.11,11.98,564
9342,2025-05-27 22:42:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.71,11.56,309
9343,2025-05-27 23:35:31.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.42,14.19,701
9344,2025-05-28 00:28:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,71.57,16.06,710
9345,2025-05-28 01:20:38.400,LIGAR_BOMBA,Sintetico,Nublado,73.36,14.07,221
9346,2025-05-28 02:13:12.000,LIGAR_BOMBA,Sintetico,Nublado,73.31,14.87,486
9347,2025-05-28 03:05:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.72,16.16,654
9348,2025-05-28 03:58:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.52,13.51,681
9349,2025-05-28 04:50:52.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.83,9.07,230
9350,2025-05-28 05:43:26.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.94,15.0,785
9351,2025-05-28 06:36:00.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.4,14.03,301
9352,2025-05-28 07:28:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,79.62,10.95,337
9353,2025-05-28 08:21:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.67,15.46,789
9354,2025-05-28 09:13:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,72.78,10.54,208
9355,2025-05-28 10:06:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,72.36,11.81,241
9356,2025-05-28 10:58:48.000,LIGAR_BOMBA,Sintetico,Nublado,76.8,12.05,578
9357,2025-05-28 11:51:21.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.56,11.44,752
9358,2025-05-28 12:43:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.25,14.11,425
9359,2025-05-28 13:36:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.35,15.19,514
9360,2025-05-28 14:29:02.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.31,10.47,313
9361,2025-05-28 15:21:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.76,16.39,365
9362,2025-05-28 16:14:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,70.05,15.61,791
9363,2025-05-28 17:06:43.200,LIGAR_BOMBA,Sintetico,Nublado,70.07,14.24,677
9364,2025-05-28 17:59:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,82.24,11.59,709
9365,2025-05-28 18:51:50.400,LIGAR_BOMBA,Sintetico,Nublado,73.82,13.3,801
9366,2025-05-28 19:44:24.000,LIGAR_BOMBA,Sintetico,Nublado,72.68,15.1,768
9367,2025-05-28 20:36:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,74.02,11.21,344
9368,2025-05-28 21:29:31.200,LIGAR_BOMBA,Sintetico,Nublado,72.51,15.44,208
9369,2025-05-28 22:22:04.800,LIGAR_BOMBA,Sintetico,Nublado,75.6,15.03,429
9370,2025-05-28 23:14:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.78,15.18,556
9371,2025-05-29 00:07:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.28,14.87,446
9372,2025-05-29 00:59:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.18,16.31,745
9373,2025-05-29 01:52:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.41,12.66,374
9374,2025-05-29 02:44:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,75.93,17.38,243
9375,2025-05-29 03:37:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,79.17,10.31,298
9376,2025-05-29 04:30:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.02,17.02,223
9377,2025-05-29 05:22:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,70.14,11.19,716
9378,2025-05-29 06:15:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,78.22,15.42,315
9379,2025-05-29 07:07:40.800,LIGAR_BOMBA,Sintetico,Nublado,70.2,14.07,598
9380,2025-05-29 08:00:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.68,13.2,304
9381,2025-05-29 08:52:48.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.89,12.1,773
9382,2025-05-29 09:45:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,76.46,11.13,592
9383,2025-05-29 10:37:55.200,LIGAR_BOMBA,Sintetico,Nublado,75.97,13.57,800
9384,2025-05-29 11:30:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,74.98,10.67,287
9385,2025-05-29 12:23:02.400,LIGAR_BOMBA,Sintetico,Nublado,77.37,14.04,555
9386,2025-05-29 13:15:36.000,LIGAR_BOMBA,Sintetico,Nublado,76.12,12.27,616
9387,2025-05-29 14:08:09.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.83,12.45,793
9388,2025-05-29 15:00:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,83.5,11.18,450
9389,2025-05-29 15:53:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.11,11.54,783
9390,2025-05-29 16:45:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,75.5,14.76,333
9391,2025-05-29 17:38:24.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.65,14.18,216
9392,2025-05-29 18:30:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.91,9.75,508
9393,2025-05-29 19:23:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,70.57,12.29,239
9394,2025-05-29 20:16:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,79.63,10.89,801
9395,2025-05-29 21:08:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,82.71,13.85,611
9396,2025-05-29 22:01:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.95,12.2,473
9397,2025-05-29 22:53:45.600,LIGAR_BOMBA,Sintetico,Nublado,70.93,13.26,533
9398,2025-05-29 23:46:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,84.17,14.51,800
9399,2025-05-30 00:38:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,78.4,13.58,276
9400,2025-05-30 01:31:26.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.48,8.68,627
9401,2025-05-30 02:24:00.000,DESLIGAR_BOMBA,Sintetico,Nublado,82.53,13.89,260
9402,2025-05-30 03:16:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.23,12.42,802
9403,2025-05-30 04:09:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.76,16.82,347
9404,2025-05-30 05:01:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.45,15.38,447
9405,2025-05-30 05:54:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,73.98,15.94,696
9406,2025-05-30 06:46:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.0,12.53,775
9407,2025-05-30 07:39:21.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.18,13.16,304
9408,2025-05-30 08:31:55.200,DESLIGAR_BOMBA,Sintetico,Nublado,82.06,12.85,474
9409,2025-05-30 09:24:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.98,15.58,417
9410,2025-05-30 10:17:02.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.76,12.98,783
9411,2025-05-30 11:09:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.89,16.78,337
9412,2025-05-30 12:02:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,89.22,15.64,464
9413,2025-05-30 12:54:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.8,12.32,613
9414,2025-05-30 13:47:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.93,13.81,729
9415,2025-05-30 14:39:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,82.95,12.31,562
9416,2025-05-30 15:32:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,81.62,13.48,609
9417,2025-05-30 16:24:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,83.38,13.5,495
9418,2025-05-30 17:17:31.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,69.68,11.86,768
9419,2025-05-30 18:10:04.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.65,9.63,390
9420,2025-05-30 19:02:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,73.23,9.91,375
9421,2025-05-30 19:55:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.65,12.51,589
9422,2025-05-30 20:47:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,73.19,10.36,725
9423,2025-05-30 21:40:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,89.13,16.56,485
9424,2025-05-30 22:32:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,72.36,13.02,562
9425,2025-05-30 23:25:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,72.81,10.05,397
9426,2025-05-31 00:18:00.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.38,13.47,697
9427,2025-05-31 01:10:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.82,12.01,501
9428,2025-05-31 02:03:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.19,11.16,698
9429,2025-05-31 02:55:40.800,LIGAR_BOMBA,Sintetico,Nublado,77.91,14.43,407
9430,2025-05-31 03:48:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.82,12.49,500
9431,2025-05-31 04:40:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,77.9,11.54,601
9432,2025-05-31 05:33:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,72.63,12.98,204
9433,2025-05-31 06:25:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.58,14.19,447
9434,2025-05-31 07:18:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,84.54,11.95,669
9435,2025-05-31 08:11:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.78,13.98,546
9436,2025-05-31 09:03:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.27,15.4,741
9437,2025-05-31 09:56:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.85,11.49,297
9438,2025-05-31 10:48:43.200,LIGAR_BOMBA,Sintetico,Nublado,72.82,15.07,218
9439,2025-05-31 11:41:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.98,10.03,532
9440,2025-05-31 12:33:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,78.49,12.13,313
9441,2025-05-31 13:26:24.000,LIGAR_BOMBA,Sintetico,Nublado,77.16,12.86,723
9442,2025-05-31 14:18:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.0,10.02,507
9443,2025-05-31 15:11:31.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.07,14.4,571
9444,2025-05-31 16:04:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,77.83,15.2,592
9445,2025-05-31 16:56:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,75.97,15.46,785
9446,2025-05-31 17:49:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.61,9.46,399
9447,2025-05-31 18:41:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,74.6,16.27,223
9448,2025-05-31 19:34:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.14,14.69,647
9449,2025-05-31 20:26:52.800,LIGAR_BOMBA,Sintetico,Nublado,70.31,14.16,685
9450,2025-05-31 21:19:26.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.28,17.27,471
9451,2025-05-31 22:12:00.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.39,10.29,778
9452,2025-05-31 23:04:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,76.61,12.71,614
9453,2025-05-31 23:57:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.42,16.03,418
9454,2025-06-01 00:49:40.800,LIGAR_BOMBA,Sintetico,Nublado,72.83,12.46,744
9455,2025-06-01 01:42:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.65,13.23,537
9456,2025-06-01 02:34:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.56,17.04,784
9457,2025-06-01 03:27:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.56,17.2,681
9458,2025-06-01 04:19:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.84,17.11,419
9459,2025-06-01 05:12:28.800,LIGAR_BOMBA,Sintetico,Céu Limpo,71.43,15.01,788
9460,2025-06-01 06:05:02.400,LIGAR_BOMBA,Sintetico,Céu Limpo,77.67,13.77,569
9461,2025-06-01 06:57:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.68,14.75,394
9462,2025-06-01 07:50:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,73.17,15.24,299
9463,2025-06-01 08:42:43.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.4,11.25,343
9464,2025-06-01 09:35:16.800,LIGAR_BOMBA,Sintetico,Nublado,77.22,13.24,293
9465,2025-06-01 10:27:50.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.59,10.48,487
9466,2025-06-01 11:20:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.18,13.75,542
9467,2025-06-01 12:12:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,70.35,10.4,466
9468,2025-06-01 13:05:31.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.57,11.37,732
9469,2025-06-01 13:58:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,71.89,13.43,421
9470,2025-06-01 14:50:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,69.88,11.69,297
9471,2025-06-01 15:43:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,75.47,16.46,636
9472,2025-06-01 16:35:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,80.82,9.92,245
9473,2025-06-01 17:28:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.06,11.48,625
9474,2025-06-01 18:20:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,70.18,13.19,635
9475,2025-06-01 19:13:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.07,9.9,493
9476,2025-06-01 20:06:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.42,14.91,255
9477,2025-06-01 20:58:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,81.63,14.02,628
9478,2025-06-01 21:51:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.85,12.67,371
9479,2025-06-01 22:43:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.46,14.12,768
9480,2025-06-01 23:36:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,72.38,15.02,578
9481,2025-06-02 00:28:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.53,13.37,786
9482,2025-06-02 01:21:21.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.07,9.46,200
9483,2025-06-02 02:13:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.74,15.45,369
9484,2025-06-02 03:06:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.89,16.87,223
9485,2025-06-02 03:59:02.400,DESLIGAR_BOMBA,Sintetico,Nublado,84.07,11.28,362
9486,2025-06-02 04:51:36.000,LIGAR_BOMBA,Sintetico,Nublado,77.16,13.44,276
9487,2025-06-02 05:44:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.11,10.96,448
9488,2025-06-02 06:36:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.13,11.73,218
9489,2025-06-02 07:29:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,83.45,11.42,565
9490,2025-06-02 08:21:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.42,10.66,431
9491,2025-06-02 09:14:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.69,13.3,749
9492,2025-06-02 10:06:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.82,9.0,599
9493,2025-06-02 10:59:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,72.9,15.27,682
9494,2025-06-02 11:52:04.800,LIGAR_BOMBA,Sintetico,Nublado,70.25,14.62,309
9495,2025-06-02 12:44:38.400,LIGAR_BOMBA,Sintetico,Nublado,74.14,12.59,731
9496,2025-06-02 13:37:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.12,14.09,503
9497,2025-06-02 14:29:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,82.96,12.1,570
9498,2025-06-02 15:22:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,78.36,14.27,251
9499,2025-06-02 16:14:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.45,14.32,699
9500,2025-06-02 17:07:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.6,13.85,359
9501,2025-06-02 18:00:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.7,15.2,257
9502,2025-06-02 18:52:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,70.93,9.38,439
9503,2025-06-02 19:45:07.200,LIGAR_BOMBA,Sintetico,Nublado,76.97,14.94,453
9504,2025-06-02 20:37:40.800,LIGAR_BOMBA,Sintetico,Nublado,76.97,13.05,529
9505,2025-06-02 21:30:14.400,LIGAR_BOMBA,Sintetico,Nublado,77.18,13.48,657
9506,2025-06-02 22:22:48.000,DESLIGAR_BOMBA,Sintetico,Nublado,79.74,13.98,614
9507,2025-06-02 23:15:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.27,13.36,214
9508,2025-06-03 00:07:55.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.7,13.51,344
9509,2025-06-03 01:00:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,70.72,9.56,531
